utterance,request,importance
"i  want to know if i can register two user accounts with the same email address, please",8,0
"I need an online account, what do I have to do tto create one?",8,1
change my purchase,0,2
can u ask an agent for information about getting some bills ?,2,0
"someone stole my password, what can i do to recover it?",12,0
"an error pops when i attempt to pay, can u help me?",5,0
can I modify my profile?,19,2
"id like to get a fucking bill, can you tell me where to do it, please?",2,1
I do not know how I could get my invoices,2,1
"i have a problem paying for my online order, can i report it?",5,0
where can I check my bills?,17,2
"someone stole my account password, how can i retrieve it?",12,0
"ask an agent where to view the fucking cancellation fee, please",20,2
I would like to change the last order,0,1
how to view your reimbursement policy,16,2
how can I buy several items?,26,2
"my profile's been hacked, can I get it back?",12,1
"I got an error when I attempted to pay, but I was charged anyway, help me notify it",5,1
can Isee your moey back policy?,16,2
I don't want to pay for the last order I have made,27,1
"I want to download an invoice, can you show me some information?",2,1
"the show was cancelled, help me obtain a reimbursement",11,1
"I can't understand you, how can I talk to a person?",14,1
I need to check what hours customer service available is,10,2
how do I see your refund policy?,16,1
where to view my invoice,17,2
can I speak with Customer Service?,10,2
tell me if I can create more than one profile with the same email,8,2
I try to check at what time I can contact customer service,10,1
"I want to view the status of my purchase, what do I have to do?",3,1
"I changed my mind, how can I delete my user account?",1,1
tell me if i can request an invoice,2,0
can ya help me use a different user profile,6,0
I don't know how I could report issues with payment,5,1
can I check in what cases can I ask for refunds?,16,1
i want to know what the mail address to contact customer service is,10,0
"I am not happy with your work, how to make a complaint ?",9,1
can u ask an agent how i can view my bills?,17,0
"I have a problem when trying to pay, what can I do to inform of it?",5,1
"i have a problem making a payment with card, how can i report it?",5,0
where can I view the status of my order?,3,2
help me to register,8,2
help to see what hours I can reach customer service,10,2
"i want to know the statua of my reimbursement, track ot",22,0
"i want to see some fucking bills, can you tell me how I can do it?",2,0
where can i find information about my account deletion,1,0
I want to know something about obtaining a bill,2,1
I would like to report a payment issue,5,2
how can I notify a problem paying?,5,2
ask an agent where i can check the options for ticket delivery,13,0
"i changed my mind and i wanna remove my account, please",1,0
what's the email address of Customer Support?,10,2
"I have an issue when trying to pay with card, how can I report it?",5,1
i wanna know how I can request a bill,2,0
"I have a question , I need help contacting Customer Service",10,1
"I haven't got an account, help me register",8,1
I would like to check the invoices from 10 purchases ago,15,1
tell me if I can register several online accounts with the same email address,8,2
i wanna inform of problems paying,5,0
where can I notify issues paying?,5,2
show me the email address to contact Client Service,10,2
how do I call Customer Support?,10,2
"I want to check my invoices, what do I have to do?",17,1
"I don't want my profile, how can I remove it?",1,1
"I have a problem making a payment with card, how can I report it?",5,1
i need help reporting issues paying,5,2
"I have an issue paying with card, inform of it",5,1
"could you ask an agent how I could view their fucking money back guarantee, please?",16,2
"I don't want my online account, can you remove it?",1,1
"I have a problem when trying to pay with card, holw do I inform of it?",5,1
what do I need to do to close my user account?,1,1
"you're not helping, help me speak with someone",14,2
"i have an issue when trying to pay for my order, what should i do to report it?",5,0
could you help me reporting registration issues?,25,2
I need help seeing my bill,17,2
can youtell me if I can track my packages?,3,2
I am trying to subscribe to your company newsletter,18,1
how do I lode a complaint for a service?,9,2
i have an issue paying for my online order,5,0
"I'm happy with the service, what can I do to make a comment?",23,1
I have to track my order,3,2
"ask an agent where I can lodge a consumer complaint for a service, please",9,2
need help creating a new freemium account for my mother,8,2
solve a payment issue,5,2
where do I view your payment methods ?,21,2
can u ask an agent to make changes to my shipping address?,24,0
"please, ask an agent how i can solve problems with my payment",5,0
i need help making changes to the information on my profile,19,0
can I create several user accounts with a single email?,8,2
 need ehlp modifying my profile,19,2
I want to know how I can download some invoiices,2,1
I don't know how to check what delivery options I can choose,13,1
"I want to unsubscribe to your newsletter, can you help me?",18,1
can you help me to check the cancellation fee?,20,2
"i want to recover my password, what can i do?",12,0
"i didn't receive my invoice, how can i see it?",17,0
"the concert was cancelled, what do i have to do to request a refund?",11,0
wherw can I see the status of my refund?,22,1
"I got an error message when I attempted to amke a payment, but my card was charged anyway, report it",5,1
"I can't find my bill , what can I do to check it?",17,1
can u ask an agent how tomake changes to my shipping addrrss?,24,0
